INPUT,REFERENCE,MACHINE_TRANSLATION,BLEU_SCORE,AVERAGE BLEU SCORE
Ket calpasanna ti cancanayon a daton a mapuuran ken dagiti datdaton cadagiti lutuad ken amin a nakedngan a fiesta ni Jehova a naconsagrar idi ken iti tunggal maysa a nangidatag a cananakemna iti daton ti sibubulos a nakemna ken Jehova,at pagkatapos ng palaging handog na susunugin at ng mga handog sa mga bagong buwan at ng lahat na takdang kapistahan sa panginoon na mga itinalaga at ng lahat na naghandog na kusa ng kusang handog sa panginoon ,at naman ang handog na handog na handog sa ang datdaton sa sinabi sa lahat na lupain na kapistahan si panginoon na naconsagrar nang sa sa bawat isa na nangidatag na cananakemna sa handog ang handog na nakemna sa panginoon ,0.5705184826950856,
Manipud iti umuna nga aldaw ti maicapito a bulan nangrugida nga indatag dagiti datdaton a mapuuran ken Jehova ngem ti cimiento ti templo ni Jehova saan pay idi a naicabil,mula sa unang araw ng ikapitong buwan nangagpasimula sila na nangaghandog ng mga handog na susunugin sa panginoon ngunit ang tatagangbaon ng templo ng panginoon ay hindi pa nalalagay,kapatid sa una na araw ang ikapitong na buwan nangrugida na makapaghandog ang datdaton na handog sa panginoon ngunit ang cimiento ang templo si panginoon hindi pa nang na naicabil,0.6812972727199077,
Nangtedda met ti pirac cadagiti agcavcaviti ken cadagiti allawagi ken taraon ken inumen ken lana cadagiti taga Sidon ken cadagiti taga Tiro tapno agyegda cadagiti caycayo a cantingen nga aggapu iti Libano agingga iti baybay agingga iti Joppe a mayalubog iti palubos nga inted ni Ciro nga ari ti Persia cadacuada,silay nangagbigay rin naman ng salapi sa mga kantero at sa mga anluwagi at pagkain at inumin at langis sa kanila na mga taga sidon at sa kanila na mga taga tiro upang mangagdala ng mga kahoy na sedro na mula sa libano na paraanin sa dagat hanggang sa joppa ayon sa pahintulot na nangagkaroon sila kay ciro na hari sa persia,nangtedda din ang niyaong sa agcavcaviti sa sa kanilang sa pagkain sa mainom sa langis sa lalake sidon sa sa lalake tiro upang agyegda sa kahoy na sedro na manggagaling sa libano lumusong sa iyong lumusong sa joppe na kanilang sa palubos na ibinigay si ciro na hari ang persia kanila,0.5483330970874951,
Iti maicadua a tawen ti idadatengda iti balay ti Dios idiay Jerusalem iti maicadua a bulan rinugian da Zorobabel nga anac ni Sealtiel ken Jesua nga anac ni Josadec ken dagiti natda cadagiti cacabsatda a papadi ken Levitas ken amin dagiti rimmuar manipud iti pannacacayaw agingga iti Jerusalem ket dinutocanda dagiti Levitas manipud agtawen iti duapulo ken agpangato tapno aywananda ti panagaramid ti balay ni Jehova,nang ikalawang taon nga ng kanilang pagparoon sa bahay ng dios sa jerusalem sa ikalawang buwan nangagpasimula si zorobabel na anak ni sealthiel at si jesua na anak ni josadec at ang nalabi sa kanilang mga kapatid na mga saserdote at mga levita at silang lahat na nagsipanggaling sa jerusalem na mula sa pagkabihag at inihalal ang mga levita mula sa dalawang pung taong gulang na patanda upang magsipamahala sa gawain sa bahay ng panginoon,sa ikalawang na taon ang silay sa bahay ang dios sa nangyari sa ikalawang na buwan nagpasimula moises zorobabel na anak si sealtiel sa jesua na anak si josadec sa ang nalabi sa cacabsatda na saserdote sa levita sa lahat ang kaniyang kapatid sa assur lumusong sa jerusalem at ibinukod ang levita kapatid kung sa ayon sa itaas upang ingatan ang maiinam ang bahay si panginoon,0.627688562834844,
Idin nagtacder ni Jesua agraman cadagiti annacna a lallaki ken cadagiti cacabsatda a lallaki ni Cadmiel ken dagiti annacna a lallaki nga annac ti Juda nagcaycaysada tapno aywananda dagiti agtrabajo iti balay ti Dios dagiti annac a lallaki ni Henadad agraman cadagiti annacda a lallaki ken cadagiti cacabsatda a lallaki a Levitas,nakatayo nga si jesua na kasama ng kaniyang mga anak at ng kaniyang mga kapatid si cadmiel at ang kaniyang mga anak ang mga anak ni juda na magkakasama upang magsipamahala sa mga manggagawa sa bahay ng dios ang mga anak ni henadad na kasama ng kanilang mga anak at ng kanilang mga kapatid na mga levita,hindi tumayo si jesua at sa kaniyang na anak sa sa cacabsatda na anak si cadmiel sa ang kaniyang na anak na anak ang juda nagcaycaysada upang ingatan ang agtrabajo sa bahay ang ibili ang anak na anak si henadad at sa kanilang na anak sa sa cacabsatda na anak na levita,0.547537517904648,
Ket idi a dagiti agpatpatacder ti balay naisaadda ti cimiento ti balay ni Jehova inornosda dagiti papadi a sicacawes ken sitotororot ken cadagiti Levitas nga annac ni Asaf a sipipiangpiang tapno agdayawda ken Jehova a mayannurot iti bilin ni David nga ari ti Israel,at nang ilagay ng mga manggagawa ang tatagangbaon ng templo ng panginoon kanilang inilagay ang mga saserdote na bihis na may mga pakakak at ang mga levita na mga anak ni asaph na may mga simbalo upang magsipuri sa panginoon ayon sa alituntunin ni david na hari sa israel,at nang na ang agpatpatacder ang bahay nangakipagpayapaan ang cimiento ang bahay si panginoon nagsilabas ang saserdote na kanilang sa sitotororot sa sa levita na anak si asaf na sipipiangpiang upang agdayawda sa panginoon na kanilang sa panginoon si david na hari ang israel,0.5705439108024225,
Ket nagcancantada ti maysa ken maysa a nangdaydayaw ken nagyaman ken Jehova a kinunada Ta isu naimbag ta ti kinamanangngaasina agpaut iti agnanayon a maipaay iti Israel,at silay nagawitang isat isa sa pagpuri at pagpapasalamat sa panginoon na nangagsasabi sapagkat siyay mabuti sapagkat ang kaniyang kaawaan ay magpakailan man sa israel,at nagcancantada ang isa sa isa na nangdaydayaw sa nagyaman sa panginoon na naboth at kaniyang mabuting at ang kinamanangngaasina agpaut sa binhi na kaniyang sa israel,0.5364532386426102,
Ket amin a tattao nagdirida iti natbag a diri idi a dinayawda ni Jehova agsipud ta naisaaden ti cimiento ti balay ni Jehova,at ang buong bayan ay humiyaw ng malakas nang silay magsipuri sa panginoon sapagkat ang tatagangbaon ng bahay ng panginoon ay nalagay,at lahat na bayan nagdirida sa malakas na diri nang na dinayawda si panginoon at at laban ang cimiento ang prinsipe si panginoon ,0.5059169337605416,
Ngem adu cadagiti papadi ken cadagiti Levitas ken cadagiti pangpangoloen dagiti balbalay dagiti amma dagiti lallacay a nacakita idi iti immuna a balay idi a naisaad ti cimiento daytoy a balay iti sango dagiti matada nagsangitda a binuyog ti natbag a timec ket adu ti nagdiri a gapu iti rago,ngunit marami sa mga saserdote at mga levita at mga pangulo ng mga sangbahayan ng mga magulang mga matanda na nangakakita ng unang bahay ng ang tatagangbaon ng bahay na ito ay malagay sa harap ng kanilang mga mata ay nagsiiyak ng malakas at marami ay nagsihiyaw ng malakas dahil sa kagalakan,ngunit malaking sa saserdote sa sa levita sa sa naging ang balbalay ang sangbahayan ang matanda na juda nang sa una na bahay nang na naisaad ang cimiento mo na bahay sa harap ang anoman nagsiiyak na binuyog ang malakas na tinig at malaking ang nagdiri na dahil sa rago,0.5758607642115494,
Iti casta a di mapaglasin dagiti tattao ti ariwawa ti diri ti rago ken ti ariwawa ti sangit dagiti tattao ta nagdiri iti natbag a diri dagiti tattao ket ti ariwawa mangeg idi iti adayu,na anopat hindi makilala ng bayan ang kaibhan ng ingay ng hiyaw ng kagalakan sa ingay ng iyak ng bayan sapagkat ang bayan ay humiyaw ng malakas na hiyaw at ang ingay ay narinig sa malayo,sa gayoy na hindi mapaglasin ang bayan ang ginawa ang diri ang rago sa ang ginawa ang sangit ang bayan at nagdiri sa malakas na diri ang bayan at ang ginawa mangeg nang sa sila,0.5109892973899197,
Idi a dagiti cabusor ti Juda ken ti Benjamin nangngegda a dagiti annac ti pannacacayaw patpatacderenda ti maysa a templo a maipaay ken Jehova a Dios ti Israel,nang mabalitaan nga ng mga kaaway ng juda at benjamin na ang mga anak sa pagkabihag ay nangagtatayo ng templo na ukol sa panginoon sa dios ng israel,nang na ang kapangyarihan ang juda sa ang benjamin nangatakot na ang anak ang assur patpatacderenda ang isa na templo na kaniyang sa panginoon na dios ang israel,0.5749627662707092,
Idin immasidegda en Zorobabel ken cadagiti pangpangoloen dagiti albalay dagiti amma ket kinunada cadacuada Makipagbangoncami cadacayo ta sapulenmi ti Diosyo a cas ti aramidenyo ket agidatoncami kencuana manipud cadagiti alaldaw ni Esarhaddon nga ari ti Asiria isu a nangisangat cadacami ditoy,nagsilapit nga sila kay zorobabel at sa mga pangulo ng mga sangbahayan ng mga magulang at nangagsabi sa kanila papagtayuin ninyo kami na kasama ninyo sapagkat aming hinahanap ang inyong dios na gaya ng inyong ginagawa at kami ay nangaghahain sa kaniya mula ng mga kaarawan ni esarhaddon na hari sa asiria na nagahon sa amin dito,hindi silay engaddi zorobabel sa sa naging ang albalay ang sangbahayan at sinabi kanila makipagbangoncami ko at sapulenmi ang dios na at ang inyong at agidatoncami kaniya kapatid sa alaldaw si esarhaddon na hari ang asiria kaniyang na nangisangat amin sa ,0.49452555568776113,
Ngem da Zorobabel ken Jesua ken dagiti matda cadagiti pangpangoloen dagiti balbalay dagiti amma ti Israel kinunada cadacuada Awan ti bibiangyo cadacami iti panangbangonmi iti maysa a balay nga agpaay iti Diosmi no di ket dacami met laeng bangonenmi nga agpaay ken Jehova a Dios ti Israel a cas ni ari Ciro nga ari ti Persia imbilinna cadacami,ngunit si zorobabel at si jesua at ang nalabi sa mga pangulo ng mga sangbahayan ng mga magulang ng israel ay nangagsabi sa kanila kayoy walang ipakikialam sa amin sa pagtatayo ng isang bahay na ukol sa aming dios kundi kami rin na magkakasama ay aming ipagtatayo ang panginoon ang dios ng israel gaya ng iniutos sa amin ni ciro na hari sa persia,ngunit moises zorobabel sa jesua sa ang niya sa naging ang balbalay ang sangbahayan ang israel sinabi kanila wala ang bibiangyo laban sa panangbangonmi sa isa na bahay na tawag sa dios at hindi at parang kaniyang at bangonenmi na tawag sa panginoon na dios ang israel na at si hari ciro na oh ang persia iniutos laban ,0.6032853946426775,
Idin dagiti tattao ti daga pinacapuyda dagiti imima dagiti tao ti Juda ket riniribucda ida iti panangbangon,nang magkagayoy pinahina ng bayan ng lupain ang mga kamay ng bayan ng juda at binagabag sila sa pagtatayo,sinabi ang bayan ang lupain pinacapuyda ang kaniyang ang tao ang juda at riniribucda sila sa pagtatayo,0.5820707544899065,
Ket nangtangdanda cadagiti consejeros a maibusor cadacuada tapno waraenda ti gacatda iti amin nga aldaw ni Ciro nga ari ti Persia agingga met laeng iti panagari ni Dario nga ari ti Persia,at umupa ng mga tagapayo laban sa kanila upang iurong ang kanilang akala sa lahat ng kaarawan ni ciro na hari sa persia hanggang sa paghahari ni dario na hari sa persia ,at nangtangdanda sa consejeros na israel kanila upang waraenda ang gacatda sa lahat na araw si ciro na hari ang persia lumusong kaniyang at sa paghahari si dario na hari ang persia ,0.6211982907495923,
Ket idi panagari ni Assuero idi pangrugian ti panagarina nagsuratda ti maysa a darum a maibusor cadagiti agnaed iti Juda ken Jerusalem,at sa paghahari ni assuero sa pasimula ng kaniyang paghahari nagsisulat sila ng isang sakdal laban sa mga taga juda at jerusalem,at nang naghari si assuero nang pasimula ang jerusalem nagsuratda ang isa na darum na israel sa taga sa juda sa jerusalem ,0.5685614293370148,
Ket cadagiti alaldaw ni Artaxerxes nagsurat da Bislam Mitridates Tabeel ken dagiti matda cadagiti caduana ken Artaxerxes nga ari ti Persia ket ti pannacaaramid ti surat nasuratan iti letra ti Siria ket naipalawag iti pagsasao ti Siria,at sa mga kaarawan ni artajerjes nagsisulat si bislam si mitridates si tabeel at ang nalabi sa kaniyang mga kasama kay artajerjes na hari sa persia at ang pagkasulat ng sulat ay nasusulat ng sulat siria at ang laman niyaon ay wikang siria ,at sa alaldaw si artaxerxes nagsurat moises bislam mitridates tabeel sa ang niya sa kaniyang sa artaxerxes na hari ang persia at ang paggagawa ang inyo nasuratan sa letra ang siria at naipalawag sa pagsasao ang siria ,0.576821813988126,
Da Rehum a canciller ken Simsai nga escriba nangsuratda iti maysa a surat ken Artaxerxes a maibusor iti Jerusalem iti daytoy a kita,si rehum na kasangguni at si simsai na kalihim sumulat ng isang sulat laban sa jerusalem kay artajerjes na hari ng ganitong paraan,moises rehum na canciller sa simsai na panginoon nangsuratda sa isa na inyo sa artaxerxes na israel sa jerusalem sa mo na lalake,0.43919973254835737,
Idin nagsurat da Rehum a canciller ken Simsai nga escriba ken dagiti matda cadagiti caduada dagiti Dineos ken dagiti Afarsatakeos dagiti Tefarleos dagiti Afarseo dagiti Erkuseos dagiti Babilonios dagiti Susankeos dagiti Dieveos dagiti Elamitas,nang magkagayoy nagsisulat si rehum na tagapayo at si simsai na kalihim at ang nalabi sa kanilang mga kasama ang mga dinaita at ang mga apharsacita ang mga tharphelita ang mga apharsita ang mga archevita ang mga babilonio ang mga susanchita ang mga dehaita ang mga elamita,hindi nagsurat moises rehum na canciller sa simsai na sisa sa ang niya sa caduada ang dineos sa ang afarsatakeos ang tefarleos ang afarseo ang erkuseos ang babilonios ang susankeos ang dieveos ang elamitas,0.3626806205692289,
Ken ti matda cadagiti nasnacion nga inyallatiw ni dackel ken natacneng nga Asnappar ket insaadna ida idiay ciudad ti Samaria ken ti matda ti daga iti ballasiw ti Carayan ken dadduma pay,at ang nalabi sa mga bansa na itinawid ng dakila at marangal na si asnappar at inilagay sa bayan ng samaria at sa nalabi sa lupain na nasa dako roon ng ilog at sa iba pa,sa ang matda sa bansa na inyallatiw si bayan sa mahal na asnappar at ipinatong sila sa ciudad ang samaria sa ang matda ang lupain sa dako ang ilog sa iba pa,0.6060335752147095,
Daytoy ti catucad ti surat nga impawitda ken ari Artaxerxes Dagiti adadipenmo a lallaki iti ballasiw ti Carayan ken dadduma pay,ito ang salin ng sulat na kanilang ipinadala kay artajerjes na hari ang iyong mga lingkod na mga lalake sa dako roon ng ilog at iba pa,ito ang catucad ang inyo na impawitda sa hari artaxerxes ang adadipenmo na anak sa dako ang ilog sa iba pa,0.4280642435108058,
Maipacaammo coma iti ari a dagiti Judios a simmangat a naggapu kenca addadan cadacami ditoy Jerusalem bangbangonenda ti nasungit ken ti dakes nga ili ket nalpasdan dagiti bacud ket natarimaandan dagiti cimiento,talastasin ng hari na ang mga judio na nagsiahong galing sa iyo ay nagsiparoon sa amin sa jerusalem kanilang itinatayo ang mapanghimagsik at masamang bayan at nayari ang mga kuta at isinauli ang mga tatagangbaon,maipacaammo ang sa hari na ang judio na simmangat na kaniyang iyo dumating malayo sa jerusalem bangbangonenda ang nasungit sa ang masama na tatahang at nalpasdan ang kuta at natarimaandan ang cimiento,0.5809162823587698,
Maipacaammo coma ita iti ari a no daytoy nga ili mabangon ket malpasda dagiti bacud saandanton nga agbayad ti buis alcabala wenno cuartais ket ti tungpalna macaranggasto unay cadagiti arari,talastasin ngayon ng hari na kung ang bayang ito ay matayo at ang mga kuta ay mayari silay hindi mangagbabayad ng buwis kabayaran o upa at sa wakas ay ikapapahamak ng mga hari ,maipacaammo ang ngayon sa hari na at mo na tatahang hindi at malpasda ang kuta saandanton na agbayad ang kaloob alcabala o cuartais at ang mapupuksa macaranggasto totoong sa arari,0.4616608989803896,
Agsipud ta mangancami iti asin ti palacio ket saan a rumbeng cadacami a kitaenmi ti pacauyawan ti ari gapuna nga nangibaoncami ken panecnecanmi iti ari,sapagkat aming kinakain nga ang asin ng bahayhari at hindi marapat sa amin na aming makita ang ikasisirang puri ng hari kayat kami ay nangagsugo at nangagpatotoo sa hari ,at at mangancami sa asin ang bahay at ba na rumbeng laban na kitaenmi ang pacauyawan ang hari kaya na nangibaoncami sa panecnecanmi sa hari ,0.4290691487677104,
Tapno ti panagsukimat maaramid coma iti libro dagiti panglagipan dagiti ammam iti casta masaracmonto iti libro dagiti panglagipan ket maammoam a daytoy nga ili isu ti maysa nga ili a nasungit ken macaranggas unay cadagiti arari ken cadagiti provincia ket nangtignayda iti yaalsa iti unegna met laeng idi unana a tiempo ta isu ti gapu idi ti nacadadaelan daytoy nga ili,upang ang pagsaliksik ay maisagawa sa aklat ng mga alaala ng iyong mga magulang sa gayoy iyong masusumpungan sa aklat ng mga alaala at malalaman na ang bayang ito ay mapanghimagsik na bayan at mapangpahamak sa mga hari at mga lalawigan at silay nagsipanghimagsik doon nang unang panahon na siyang ikinagiba ng bayang ito ,upang ang panagsukimat ito ang sa aklat ang panglagipan ang iyo sa gayoy masaracmonto sa aklat ang panglagipan at maammoam na mo na bayan kaniyang ang isa na bayan na nasungit sa macaranggas kaniyang sa arari sa sa lalawigan at nangtignayda sa israel sa bata kaniyang at nang luz na yaon at kaniyang ang dahil nang ang nacadadaelan mo na bayan ,0.5282907559042356,
